ARS/USD,AUD/USD,ATS/USD,BEF/USD,BRL/USD,GBP/USD,BGN/USD,CAD/USD,CLP/USD,CNY/USD,COP/USD,HRK/USD,CYP/USD,CZK/USD,DKK/USD,NLG/USD,EEK/USD,EUR/USD,FIM/USD,FRF/USD,DEM/USD,GRD/USD,HKD/USD,HUF/USD,ISK/USD,INR/USD,IDR/USD,IEP/USD,ILS/USD,ITL/USD,JPY/USD,LUF/USD,MYR/USD,MTL/USD,MXN/USD,NZD/USD,NOK/USD,PKR/USD,PEN/USD,PHP/USD,XPT/USD,PLN/USD,PTE/USD,RON/USD,RUB/USD,SAR/USD,SGD/USD,SKK/USD,SIT/USD,ZAR/USD,KRW/USD,ESP/USD,XDR/USD,SEK/USD,CHF/USD,TWD/USD,THB/USD,TRY/USD
62.511,1.5158,12.289,36.027,4.6355,0.77329,1.7467,1.3415,823.31,6.9364,3527.8,6.6896,0.5227,22.636,6.6724,1.9681,13.974,0.89308,5.31,5.8582,1.7467,304.32,7.7723,299.81,127,73.507,14121,0.70336,3.4664,1729.3,106.55,36.027,4.1557,0.3834,19.827,1.5879,9.2902,153.88,3.4486,50.714,0.00115473,3.8428,179.05,4.2966,67.176,3.7524,1.3856,26.905,214.02,15.561,1189.3,148.6,0.72201,9.4538,0.94967,29.944,31.521,6.1116
62.473,1.5076,12.16,35.649,4.6375,0.76841,1.7254,1.3421,825.78,6.9323,3585,6.6196,0.51722,22.459,6.5898,1.9475,13.827,0.88372,5.2543,5.7968,1.7284,301.13,7.7713,295.96,126.16,73.986,14278,0.69598,3.4914,1711.1,105.35,35.649,4.1723,0.37938,20.185,1.5734,9.2559,153.71,3.4733,50.764,0.00111732,3.7972,177.17,4.2443,68.335,3.752,1.3785,26.623,211.77,15.671,1189.8,147.04,0.71855,9.3657,0.93637,29.944,31.442,6.0949
62.751,1.5102,12.026,35.256,4.7462,0.76243,1.7034,1.3598,844.21,6.9484,3801.6,6.5756,0.51151,22.212,6.5055,1.926,13.675,0.87396,5.1964,5.7328,1.7093,297.8,7.7703,292.85,126.29,74.184,14466,0.6883,3.5077,1692.2,102.24,35.256,4.207,0.37519,21.174,1.5689,9.5091,155.56,3.4938,50.526,0.00114943,3.7565,175.21,4.1958,74.469,3.7543,1.3833,26.329,209.44,16.051,1200.2,145.42,0.71401,9.4039,0.92642,29.998,31.424,6.128
62.444,1.5357,12.134,35.573,4.6609,0.77132,1.7238,1.3731,833.37,6.9559,3766.2,6.6478,0.51611,22.673,6.5851,1.9433,13.798,0.88183,5.2431,5.7844,1.7247,300.48,7.7708,296.32,128.06,74.142,14303,0.6945,3.5385,1707.5,104.42,35.573,4.254,0.37857,20.88,1.5913,9.5753,157.13,3.501,50.712,0.00115075,3.8128,176.79,4.2463,71.702,3.7537,1.3903,26.566,211.32,15.974,1190.9,146.72,0.71803,9.509,0.93453,29.974,31.561,6.1409
62.8,1.5347,12.178,35.701,4.6911,0.77572,1.7256,1.3745,838.39,6.956,3843.1,6.6828,0.51797,22.736,6.5929,1.9503,13.847,0.88501,5.262,5.8053,1.7309,301.57,7.7699,295.97,128.55,73.7,14318,0.697,3.557,1713.6,104.68,35.701,4.2351,0.37993,21.195,1.5859,9.6321,158.74,3.5091,50.628,0.00113766,3.8097,177.43,4.2537,72.19,3.7534,1.3913,26.662,212.08,16.138,1190,147.25,0.71931,9.4924,0.93707,30.096,31.395,6.1942
62.65,1.5791,12.317,36.107,4.8662,0.79307,1.7411,1.382,848.93,7.0259,4021.4,6.7658,0.52387,23.327,6.6525,1.9725,14.005,0.89508,5.3219,5.8713,1.7506,305,7.7815,301.23,132.32,74.381,14547,0.70493,3.6419,1733.1,105.02,36.107,4.2681,0.38426,22.045,1.6238,10.1171,158.08,3.5345,51.318,0.00123609,3.8813,179.45,4.2921,74.541,3.7534,1.4075,26.965,214.5,16.45,1209.1,148.93,0.72408,9.7255,0.94567,30.155,31.68,6.2847
62.782,1.6085,12.397,36.342,4.7639,0.80539,1.7667,1.3901,834.23,7.003,3937.5,6.8317,0.52728,23.524,6.7506,1.9853,14.096,0.90091,5.3565,5.9096,1.762,306.98,7.8271,306.11,135.5,73.824,14788,0.70952,3.6915,1744.4,107.43,36.342,4.2914,0.38676,21.788,1.6422,10.0513,156.26,3.5291,50.994,0.00127877,3.9357,180.62,4.3551,72.971,3.753,1.4137,27.141,215.89,16.239,1209.8,149.9,0.72752,9.7482,0.95304,30.121,31.836,6.3129
63.023,1.6305,12.338,36.17,4.9694,0.81546,1.7576,1.3964,853.12,7.003,4093.4,6.8104,0.52477,24.227,6.7156,1.9759,14.029,0.89662,5.3311,5.8815,1.7536,305.52,7.7664,310.01,135.87,74.08,14855,0.70615,3.7559,1736.1,105.87,36.17,4.3217,0.38492,22.735,1.649,10.2752,158.06,3.5451,51.784,0.0014771,3.9603,179.76,4.3443,74.395,3.7538,1.4203,27.012,214.87,16.634,1230.3,149.19,0.72627,9.7582,0.94646,30.232,32.295,6.4232
63.252,1.6684,12.524,36.716,5.023,0.82817,1.7872,1.4175,855.27,7.0104,4064.7,6.9288,0.5327,24.659,6.8291,2.0058,14.241,0.91017,5.4116,5.9703,1.7801,310.14,7.7629,317.13,141.09,74.176,15242,0.71682,3.8756,1762.3,107.31,36.716,4.3659,0.39074,23,1.6797,10.4767,158.88,3.55,51.688,0.0015361,4.0781,182.47,4.4245,75.159,3.753,1.4294,27.42,218.11,16.612,1241.2,151.44,0.73142,9.9334,0.96173,30.243,32.405,6.4257
63.156,1.7149,12.647,37.076,5.1441,0.85316,1.8002,1.4496,865.17,7.0437,4143.1,6.9894,0.53792,24.994,6.8786,2.0254,14.381,0.9191,5.4647,6.0289,1.7976,313.18,7.7685,323.42,140.55,74.453,15259,0.72385,3.834,1779.6,108.02,37.076,4.3991,0.39457,23.909,1.7261,11.0572,157.94,3.5634,51.951,0.00158479,4.1429,184.26,4.4595,80.489,3.7535,1.444,27.689,220.25,17.108,1262.7,152.93,0.73604,10.2013,0.96886,30.371,32.628,6.4772
63.766,1.7207,12.823,37.591,5.1401,0.86049,1.8146,1.4495,864.24,7.1089,4156.7,7.0587,0.54539,25.613,6.9335,2.0535,14.58,0.93185,5.5406,6.1126,1.8225,317.53,7.7638,330.35,141.21,74.871,15929,0.7339,3.6928,1804.3,110.14,37.591,4.4243,0.40005,24.231,1.7349,11.3597,158.5,3.5632,51.579,0.00168633,4.2311,186.82,4.4947,79.906,3.761,1.4494,28.073,223.31,17.374,1259.3,155.05,0.74154,10.361,0.98158,30.439,32.543,6.5381
63.633,1.7115,12.867,37.721,5.02,0.85259,1.8372,1.4332,851,7.0915,4076.9,7.1484,0.54728,25.543,7.0163,2.0606,14.631,0.93508,5.5597,6.1337,1.8289,318.63,7.7554,329.63,141.56,75.313,15924,0.73644,3.6338,1810.6,110.93,37.721,4.4199,0.40143,24.055,1.7429,11.5302,158.15,3.5309,51.567,0.00162866,4.2568,187.47,4.5564,79.534,3.7577,1.4502,28.17,224.08,17.438,1249.5,155.58,0.74205,10.3331,0.98536,30.275,32.738,6.5443
63.473,1.7253,12.787,37.487,5.1011,0.86548,1.8262,1.4482,858.42,7.0886,4128,7.1019,0.54389,25.803,6.9754,2.0479,14.54,0.92929,5.5253,6.0957,1.8175,316.65,7.7568,328.98,141.46,76.301,16646,0.73187,3.6949,1799.4,110.97,37.487,4.4753,0.39894,24.973,1.7543,11.3673,157.51,3.5339,51.751,0.00160514,4.3003,186.31,4.5268,79.923,3.7547,1.4599,27.996,222.69,17.7,1272.6,154.62,0.74144,10.2782,0.9823,30.24,33.089,6.5797
63.7,1.6903,12.754,37.391,5.0792,0.85156,1.8033,1.4491,846.41,7.0619,4107.2,7.0185,0.54248,25.641,6.8849,2.0426,14.503,0.92689,5.511,6.08,1.8128,315.84,7.7533,325.55,139.88,76.228,16467,0.72999,3.6309,1794.7,111.3,37.391,4.4295,0.39791,25.002,1.7278,11.1384,158.8,3.5224,51.059,0.00146198,4.2549,185.82,4.4588,78.584,3.7561,1.4475,27.923,222.12,17.573,1239.6,154.22,0.73984,10.2049,0.98104,30.171,32.763,6.4605
63.888,1.6743,12.701,37.234,5.0448,0.84712,1.8001,1.4302,844.34,7.1119,4081.7,7.0026,0.54021,25.261,6.8737,2.034,14.442,0.92301,5.4879,6.0545,1.8052,314.51,7.7518,326.71,139.81,76.359,16439,0.72693,3.6274,1787.2,111.39,37.234,4.3712,0.39625,24.319,1.7149,10.8431,158.11,3.496,50.852,0.00138504,4.217,185.05,4.4589,78.496,3.7558,1.4477,27.806,221.19,17.376,1232.9,153.58,0.73919,10.1289,0.97925,30.282,32.666,6.4423
64.423,1.6546,12.508,36.667,5.0096,0.82762,1.7801,1.4077,832.21,7.0739,3977.1,6.9279,0.53199,25.076,6.7954,2.0031,14.222,0.90896,5.4044,5.9624,1.7778,309.73,7.7517,323.11,139.71,74.997,16369,0.71586,3.603,1760,109.55,36.667,4.3328,0.39021,23.395,1.6837,10.4818,164.22,3.4326,50.953,0.00134771,4.1639,182.23,4.3994,77.602,3.7559,1.4329,27.383,217.82,17.37,1217.7,151.24,0.733,9.9695,0.9661,30.228,32.618,6.4045
64.241,1.6365,12.458,36.523,5.0909,0.81,1.7712,1.4056,838.05,7.0954,4036.9,6.8953,0.52989,24.722,6.7564,1.9952,14.166,0.90538,5.3831,5.9389,1.7708,308.51,7.7529,322.08,139.46,75.408,16156,0.71304,3.5693,1753.1,108.21,36.523,4.3124,0.38868,23.427,1.6686,10.5131,164.58,3.4191,50.827,0.00134771,4.103,181.51,4.3809,78.833,3.7563,1.4309,27.275,216.96,17.583,1221.2,150.64,0.7304,9.9617,0.95841,30.215,32.393,6.4477
64.422,1.6253,12.476,36.575,5.1608,0.8067,1.7718,1.4156,851.27,7.0993,4060.8,6.9091,0.53066,24.745,6.7643,1.9981,14.186,0.90668,5.3909,5.9474,1.7733,308.95,7.7525,324.97,139.78,75.418,16271,0.71407,3.5824,1755.6,107.98,36.575,4.3309,0.38924,24.19,1.6656,10.5879,164.88,3.4343,50.909,0.00137741,4.1228,181.77,4.3736,79.797,3.7569,1.4244,27.315,217.28,17.951,1224.6,150.86,0.73041,10.0397,0.95895,30.274,32.687,6.5781
64.686,1.6352,12.527,36.724,5.1929,0.8059,1.7767,1.4187,856.3,7.0864,4065.8,6.9273,0.53281,24.811,6.7836,2.0062,14.244,0.91036,5.4127,5.9715,1.7805,310.2,7.7525,327.05,141.35,75.383,16307,0.71696,3.5445,1762.7,107.97,36.724,4.2996,0.39082,23.633,1.6825,10.4547,166.76,3.4359,50.75,0.00137552,4.1339,182.51,4.3862,78.251,3.7641,1.4237,27.425,218.16,17.83,1218.8,151.47,0.73113,9.9838,0.96464,30.256,32.635,6.5864
64.543,1.6455,12.59,36.91,5.25,0.80678,1.7823,1.4217,863.27,7.1014,4071.9,6.9518,0.53552,24.941,6.802,2.0164,14.316,0.91498,5.4402,6.0019,1.7895,311.78,7.7519,336.59,142.25,76.108,16531,0.72061,3.5554,1771.7,107.22,36.91,4.3427,0.3928,24.357,1.6899,10.4154,165.31,3.4583,50.767,0.00140056,4.1751,183.44,4.4052,78.939,3.7621,1.4356,27.565,219.27,18.085,1235.2,152.24,0.73209,10.0403,0.96728,30.294,32.908,6.6904
64.917,1.6547,12.673,37.151,5.2651,0.80737,1.7948,1.4179,863.85,7.086,4037.5,7.0023,0.53901,25.285,6.8515,2.0295,14.41,0.92095,5.4757,6.0411,1.8012,313.81,7.7523,333.79,142.51,76.395,16487,0.72531,3.6502,1783.2,107.66,37.151,4.3612,0.39537,24.238,1.6926,10.3952,165.63,3.4541,50.917,0.00137552,4.1935,184.63,4.4342,78.121,3.763,1.4321,27.745,220.7,18.515,1230.8,153.23,0.73368,10.1134,0.97223,30.22,33.001,6.6319
64.784,1.6663,12.746,37.367,5.3066,0.81599,1.8079,1.4142,864.88,7.0923,3996.3,7.053,0.54215,25.456,6.904,2.0413,14.494,0.92631,5.5076,6.0762,1.8117,315.64,7.7533,337.54,143.92,76.237,16444,0.72953,3.6297,1793.6,108.45,37.367,4.3451,0.39767,24.698,1.7067,10.5459,166.38,3.4535,50.66,0.00140056,4.2304,185.71,4.4654,76.859,3.7612,1.4395,27.906,221.98,18.922,1238.4,154.13,0.73611,10.1814,0.97767,30.257,32.909,6.7215
65.017,1.6431,12.746,37.367,5.2575,0.81363,1.8082,1.4127,854.03,7.0919,3974.1,7.0501,0.54214,25.52,6.9026,2.0413,14.493,0.9263,5.5075,6.0761,1.8117,315.64,7.7536,337.68,143.77,76.074,16427,0.72952,3.619,1793.6,109.09,37.367,4.3543,0.39766,24.793,1.6836,10.4567,166.33,3.4164,50.542,0.00136426,4.2199,185.71,4.4688,76.239,3.7602,1.4328,27.906,221.98,18.694,1226.3,154.12,0.73628,10.1414,0.97799,30.231,32.783,6.7723
65.079,1.6146,12.624,37.008,5.2206,0.81017,1.7926,1.3986,842.25,7.0494,3912.4,6.9953,0.53694,24.945,6.8445,2.0217,14.354,0.91742,5.4547,6.0179,1.7943,312.61,7.7528,327.79,142.34,75.641,16263,0.72252,3.5909,1776.4,108.93,37.008,4.3325,0.39385,24.068,1.6692,10.2312,167.05,3.3742,50.334,0.00134953,4.1572,183.93,4.4284,75.559,3.7597,1.4229,27.638,219.85,18.218,1212,152.65,0.7333,10.0043,0.9701,30.084,32.69,6.7598
65.269,1.609,12.66,37.114,5.1882,0.80706,1.8019,1.4034,851.15,7.0665,3890.2,7.0235,0.53846,25.043,6.8765,2.0275,14.395,0.92002,5.4702,6.0349,1.7994,313.5,7.7536,331.06,143.54,76.065,16131,0.72458,3.598,1781.4,108.79,37.114,4.3553,0.39497,24.122,1.6648,10.2813,167.04,3.3598,50.65,0.00134953,4.1865,184.45,4.4558,75.411,3.7605,1.4262,27.717,220.47,18.221,1217.2,153.08,0.73384,10.0602,0.97088,30.116,32.81,6.7764
64.972,1.5861,12.597,36.928,5.0836,0.80286,1.7918,1.3985,840.05,7.0453,3865.4,6.9788,0.53578,24.653,6.8397,2.0173,14.323,0.91543,5.4429,6.0048,1.7904,311.93,7.7522,325.01,142.83,76.296,15892,0.72096,3.5656,1772.5,108.49,36.928,4.3184,0.39299,23.607,1.6505,10.2155,166.89,3.3715,50.332,0.00136054,4.1764,183.53,4.4277,73.877,3.7614,1.4184,27.578,219.37,17.98,1211.9,152.31,0.73201,9.975,0.96708,30.056,32.674,6.6722
65.291,1.5674,12.609,36.963,5.1787,0.7994,1.7918,1.3936,836.79,7.0526,3853,6.9788,0.53629,24.653,6.8397,2.0193,14.337,0.9163,5.4481,6.0105,1.7921,312.23,7.7508,325.01,142.83,76.236,15658,0.72164,3.5656,1774.2,107.7,36.963,4.3184,0.39337,23.693,1.6424,10.3001,165.17,3.3792,50.332,0.00136054,4.1764,183.7,4.4277,73.58,3.7604,1.4153,27.604,219.58,18.122,1217.1,152.46,0.73162,9.99,0.96711,30.086,32.674,6.7914
65.443,1.5584,12.543,36.772,5.1842,0.79343,1.7824,1.3904,850.52,7.0507,3860.1,6.9379,0.53351,24.482,6.8005,2.0088,14.263,0.91156,5.4199,5.9794,1.7829,310.61,7.7503,319.6,142.08,76.103,15623,0.71791,3.5797,1765,107.2,36.772,4.3295,0.39133,23.538,1.6429,10.3069,166.33,3.3912,50.535,0.00131406,4.144,182.75,4.4056,73.102,3.7589,1.4147,27.462,218.45,18.343,1214.3,151.67,0.72973,9.967,0.96095,30.069,32.68,6.809
65.526,1.5822,12.619,36.994,5.2481,0.79925,1.7971,1.4086,859.13,7.0677,3917.4,6.9925,0.53673,24.801,6.858,2.0209,14.349,0.91706,5.4526,6.0155,1.7936,312.49,7.7523,321.87,143.43,76.554,15651,0.72224,3.6214,1775.7,107.53,36.994,4.3475,0.39369,24.033,1.6698,10.5119,165.79,3.4131,50.823,0.00128535,4.1698,183.85,4.4452,74.846,3.7593,1.424,27.627,219.76,18.706,1223.8,152.59,0.73187,10.0328,0.96552,30.098,32.74,6.9049
65.607,1.586,12.675,37.159,5.2459,0.80252,1.7983,1.4122,848.99,7.0787,3928.6,6.9888,0.53912,24.874,6.8609,2.0299,14.413,0.92114,5.4768,6.0423,1.8016,313.88,7.7508,321.41,143.9,76.792,15691,0.72546,3.5934,1783.6,107.64,37.159,4.3817,0.39545,24.194,1.6786,10.484,166.17,3.4111,50.951,0.00126582,4.1641,184.67,4.4477,74.248,3.7579,1.4279,27.75,220.74,18.742,1228,153.26,0.73329,10.0298,0.96832,30.111,32.696,6.943
65.901,1.5728,12.656,37.102,5.2514,0.80033,1.7967,1.4037,852.25,7.0715,3977.3,6.9556,0.5383,24.953,6.8534,2.0268,14.391,0.91974,5.4685,6.0331,1.7988,313.4,7.751,323.19,143.77,76.538,15425,0.72435,3.5816,1780.9,107.56,37.102,4.3597,0.39484,23.893,1.6581,10.3441,166.65,3.407,50.797,0.00128205,4.1509,184.39,4.4422,74.074,3.7572,1.4222,27.708,220.41,18.821,1216.4,153.03,0.73267,9.9907,0.9672,30.064,32.454,6.9284
66.196,1.5702,12.662,37.12,5.2955,0.80312,1.7977,1.4086,860.62,7.0748,3976.6,6.9399,0.53855,25.119,6.8554,2.0278,14.398,0.92017,5.4711,6.0359,1.7997,313.55,7.7523,325.9,144.22,76.554,15479,0.72469,3.5647,1781.7,107.69,37.12,4.3666,0.39503,24.054,1.65,10.3879,166.46,3.4073,50.669,0.0012837,4.1612,184.48,4.4466,74.727,3.7523,1.4207,27.721,220.51,18.801,1218.5,153.1,0.73308,10.0114,0.96764,30.021,32.431,6.9423
66.06,1.5914,12.681,37.175,5.3175,0.81388,1.8046,1.4203,863.41,7.0944,4047.1,6.9848,0.53936,25.325,6.8816,2.0308,14.419,0.92155,5.4793,6.045,1.8024,314.02,7.7485,327.57,145.6,76.939,15438,0.72578,3.5544,1784.4,107.68,37.175,4.3951,0.39562,24.383,1.6773,10.6072,162.6,3.3954,50.837,0.0013986,4.179,184.75,4.4633,77.148,3.7534,1.4313,27.763,220.84,18.97,1232.9,153.33,0.73439,10.1017,0.96975,30.104,32.542,6.9828
66.284,1.5828,12.701,37.236,5.3883,0.81118,1.8006,1.4155,859.09,7.0846,4047.9,6.9693,0.54024,25.349,6.867,2.0341,14.443,0.92305,5.4882,6.0548,1.8053,314.53,7.7519,326.93,146.01,76.472,15386,0.72696,3.5445,1787.3,107.81,37.236,4.3673,0.39627,24.519,1.6791,10.7643,160.2,3.3767,50.724,0.0013089,4.1751,185.06,4.4551,76.102,3.7636,1.4276,27.808,221.2,18.954,1234.1,153.58,0.73453,10.0963,0.97098,30.104,32.385,6.9936
66.407,1.5673,12.744,37.359,5.4635,0.80929,1.8064,1.4063,862.99,7.0704,4023.1,6.9964,0.54203,25.447,6.8881,2.0409,14.49,0.92611,5.5064,6.0749,1.8113,315.57,7.7525,330.2,146.49,75.934,15454,0.72937,3.5289,1793.2,107.6,37.359,4.3379,0.39758,24.612,1.6617,10.6296,159.41,3.3668,50.403,0.00130719,4.1913,185.67,4.4726,74.605,3.7602,1.4231,27.9,221.93,19.056,1231.4,154.09,0.73487,10.0666,0.97436,30.075,32.156,6.9516
66.387,1.5683,12.743,37.357,5.67,0.8101,1.8162,1.409,859.15,7.0804,4034.3,7.0132,0.542,25.361,6.9254,2.0408,14.49,0.92606,5.5061,6.0746,1.8112,315.55,7.7503,329.84,147.28,76.245,15484,0.72933,3.5274,1793.1,107.48,37.357,4.3732,0.39756,24.925,1.6659,10.6581,160.92,3.383,50.973,0.00131062,4.2052,185.66,4.4963,74.55,3.7603,1.4248,27.898,221.92,19.002,1233.8,154.08,0.73496,10.0715,0.97495,30.094,32.53,6.9856
66.596,1.548,12.699,37.23,5.662,0.80524,1.8017,1.4053,856.07,7.0867,4029.7,6.9574,0.54015,25.042,6.8714,2.0338,14.44,0.9229,5.4873,6.0538,1.805,314.48,7.7512,326.63,146.29,76.209,15443,0.72684,3.5106,1787,107.19,37.23,4.3527,0.3962,24.837,1.6517,10.5582,159.99,3.3985,50.654,0.0013089,4.1719,185.02,4.4559,74.433,3.7605,1.4191,27.803,221.16,18.815,1224.1,153.56,0.73376,10.0307,0.97529,30.041,32.46,6.9881
66.535,1.5391,12.688,37.197,5.5468,0.80333,1.8011,1.3978,845.92,7.0775,4040,6.9618,0.53968,25.073,6.867,2.032,14.428,0.92209,5.4825,6.0485,1.8035,314.2,7.7526,327.78,146.88,75.967,15360,0.72621,3.5067,1785.4,106.78,37.197,4.3697,0.39585,24.36,1.6501,10.3926,160.5,3.387,50.678,0.00129032,4.187,184.86,4.4612,74.154,3.7596,1.4168,27.779,220.97,18.64,1219.7,153.42,0.73309,9.8784,0.97387,29.983,32.489,6.9925
66.716,1.5307,12.673,37.151,5.4108,0.80404,1.7998,1.3922,834.14,7.0778,3982.1,6.9605,0.53901,24.961,6.8622,2.0295,14.41,0.92095,5.4757,6.041,1.8012,313.81,7.7517,327.18,146.78,75.499,15299,0.72531,3.5022,1783.2,106.68,37.151,4.3375,0.39536,23.983,1.6377,10.3509,160.33,3.3734,50.394,0.00128205,4.1817,184.63,4.4571,73.312,3.7586,1.4128,27.745,220.7,18.273,1214.8,153.23,0.73281,9.8738,0.97445,29.882,32.346,6.9645
66.825,1.5328,12.604,36.95,5.4294,0.79595,1.8044,1.391,836.95,7.0609,3930.8,6.9924,0.5361,25,6.8811,2.0185,14.332,0.91598,5.4461,6.0084,1.7915,312.12,7.7536,325.42,146.97,75.067,14798,0.72139,3.5122,1773.6,106.92,36.95,4.3147,0.39323,23.946,1.6284,10.2657,160.14,3.3746,50.533,0.00130378,4.1827,183.64,4.4682,74.147,3.7574,1.41,27.595,219.5,18.375,1211.7,152.41,0.73096,9.782,0.96806,29.76,32.49,6.99
66.394,1.5556,12.525,36.719,5.4881,0.79911,1.8044,1.4066,834.45,7.0612,3956.1,6.9924,0.53274,25,6.8811,2.0059,14.242,0.91024,5.4121,5.9708,1.7803,310.17,7.7541,325.42,146.97,75.746,14806,0.71688,3.5122,1762.5,106.8,36.719,4.3147,0.39077,24.608,1.6507,10.3275,159.57,3.3756,50.533,0.00130719,4.1827,182.49,4.4682,75.502,3.7559,1.4158,27.422,218.13,18.822,1224.2,151.45,0.72971,9.8226,0.96112,29.89,32.49,7.0225
66.767,1.5589,12.609,36.965,5.5672,0.80435,1.79,1.4085,836.9,7.0637,3993.4,6.9391,0.53631,24.819,6.8294,2.0193,14.338,0.91634,5.4483,6.0108,1.7922,312.24,7.7518,323.31,145.98,75.644,15145,0.72167,3.531,1774.3,106.87,36.965,4.3222,0.39338,24.352,1.6576,10.3566,160.31,3.3842,50.683,0.00130719,4.1796,183.71,4.4267,75.24,3.758,1.4171,27.606,219.59,18.666,1225.8,152.47,0.73165,9.8773,0.96532,29.822,32.396,7.046
67.003,1.5498,12.682,37.179,5.555,0.80311,1.8054,1.4032,832.79,7.0619,3923.2,6.9911,0.53941,24.903,6.8874,2.031,14.421,0.92164,5.4798,6.0456,1.8026,314.05,7.7525,323.33,147.05,75.726,15088,0.72585,3.5256,1784.5,106.55,37.179,4.3085,0.39566,23.888,1.6493,10.2573,158.33,3.391,50.644,0.00131406,4.1831,184.77,4.4549,73.892,3.7549,1.4152,27.765,220.86,18.422,1220.2,153.35,0.73266,9.8332,0.97161,29.855,32.425,7.0833
66.971,1.5564,12.733,37.327,5.6746,0.80903,1.8144,1.4124,838.79,7.1046,3953.3,7.0216,0.54156,25.035,6.9222,2.0391,14.478,0.92531,5.5017,6.0697,1.8098,315.3,7.7519,324.31,147.78,76.017,15026,0.72874,3.5172,1791.7,106.12,37.327,4.3335,0.39724,24.26,1.6581,10.272,157.56,3.405,50.67,0.00134228,4.2111,185.51,4.4745,74.533,3.7564,1.4202,27.876,221.74,18.707,1227.1,153.96,0.7342,9.8425,0.97454,29.987,32.473,7.1841
67.377,1.5445,12.737,37.34,5.8299,0.81058,1.8061,1.4015,836.59,7.0854,3930.4,6.9872,0.54175,25.079,6.8893,2.0398,14.483,0.92563,5.5036,6.0717,1.8104,315.41,7.7517,322.61,146.92,75.798,15070,0.72899,3.4981,1792.3,106.42,37.34,4.3061,0.39737,24.072,1.6488,10.2449,160.62,3.4075,50.325,0.00131926,4.1986,185.57,4.4542,73.88,3.7564,1.4164,27.886,221.82,18.607,1220.8,154.01,0.73435,9.8282,0.97523,29.94,32.292,7.1359
67.279,1.5319,12.69,37.203,5.7626,0.80585,1.8026,1.3934,826.94,7.0731,3876.1,6.9654,0.53976,25.117,6.8756,2.0323,14.43,0.92223,5.4833,6.0494,1.8037,314.25,7.7497,322.02,146.09,75.564,14983,0.72632,3.5053,1785.7,106.61,37.203,4.3314,0.39591,23.73,1.6303,10.2081,159.35,3.3994,50.399,0.00131926,4.192,184.89,4.4499,73.375,3.7558,1.4128,27.783,221,18.361,1219.1,153.45,0.73316,9.7714,0.97088,29.863,32.22,7.1164
67.307,1.5425,12.722,37.295,5.8045,0.81079,1.8106,1.4012,825.13,7.0983,3897.9,7.0032,0.5411,25.55,6.9056,2.0374,14.466,0.92452,5.4969,6.0644,1.8082,315.03,7.75,323.86,146.91,75.864,14906,0.72812,3.5245,1790.1,107.62,37.295,4.3427,0.3969,23.887,1.6458,10.2577,159.61,3.4176,50.478,0.001321,4.2205,185.35,4.4716,73.631,3.7566,1.4172,27.852,221.55,18.393,1223.8,153.83,0.73491,9.8468,0.97238,29.883,32.25,7.0732
67.503,1.5372,12.67,37.144,5.8009,0.81232,1.8059,1.4015,822.77,7.0819,3880.1,6.9856,0.5389,25.322,6.8863,2.0291,14.407,0.92077,5.4746,6.0398,1.8009,313.75,7.7517,323.87,146.54,75.107,14910,0.72516,3.5153,1782.9,107.31,37.144,4.3377,0.39529,24.048,1.639,10.1484,159.93,3.4241,50.221,0.00130378,4.1967,184.6,4.46,73.185,3.7574,1.4161,27.739,220.65,18.289,1224,153.2,0.73375,9.7462,0.96842,29.902,32.183,6.9935
67.414,1.5461,12.694,37.214,5.9056,0.81644,1.8057,1.4073,819.32,7.0897,3892.9,6.9894,0.53993,25.304,6.8833,2.033,14.434,0.92252,5.485,6.0513,1.8043,314.35,7.7494,326.44,146.15,75.337,14814,0.72654,3.5259,1786.2,107.02,37.214,4.3429,0.39604,24.226,1.6643,10.1317,160.23,3.4375,50.358,0.00130208,4.2133,184.95,4.4641,73.835,3.7578,1.4182,27.792,221.07,18.469,1225.9,153.49,0.73439,9.7865,0.97048,29.917,32.169,6.9772
67.61,1.5559,12.75,37.379,5.9078,0.81985,1.8101,1.409,821.4,7.0982,3945.5,7.0089,0.54232,25.517,6.9018,2.042,14.498,0.92661,5.5094,6.0781,1.8123,315.74,7.7503,328.24,146.51,75.55,14832,0.72976,3.5363,1794.2,107.15,37.379,4.3354,0.39779,24.181,1.674,10.2175,159.58,3.4509,50.525,0.00131926,4.2265,185.77,4.4772,73.924,3.7573,1.4254,27.915,222.05,18.606,1230.6,154.17,0.73579,9.8532,0.97367,29.941,32.092,6.9477
67.686,1.5572,12.719,37.287,5.8264,0.82397,1.8098,1.4094,824.75,7.1038,3925.4,7.0043,0.54098,25.529,6.9009,2.0369,14.462,0.92432,5.4957,6.0631,1.8078,314.96,7.7525,328.22,145.74,75.815,14836,0.72796,3.5328,1789.7,107.18,37.287,4.3475,0.39681,23.965,1.6829,10.2353,159.62,3.4443,50.689,0.00130208,4.2242,185.31,4.4787,73.636,3.7564,1.4265,27.846,221.5,18.554,1233.1,153.79,0.73559,9.8559,0.9722,29.955,32.069,6.9088
