x,y,value
FIM,TRY,0.167725911679117
FIM,PEN,0.14611046620268
FIM,HKD,0.168945878452094
FIM,SAR,0.0664127799983227
FIM,ARS,0.0217964138257516
FIM,PKR,-0.109888742317958
MTL,XDR,0.950326449807523
MTL,ESP,0.99997329330166
MTL,DEM,0.99997990875802
MTL,FIM,0.999993414627642
MTL,MTL,1
MTL,PTE,0.999977592089703
MTL,NLG,0.999984717834805
MTL,ATS,0.999959662603545
MTL,EUR,0.999994897720525
MTL,SIT,0.999983987139527
MTL,SKK,0.999987728749815
MTL,CYP,0.999994369790654
MTL,BEF,0.999992768359948
MTL,LUF,0.999992768359948
MTL,FRF,0.999994179373091
MTL,IEP,0.999994179886384
MTL,ITL,0.999976475103842
MTL,GRD,0.99998818891474
MTL,EEK,0.999971626606346
MTL,SEK,0.804824638928148
MTL,SGD,0.660456984699046
MTL,HRK,0.767425482793973
MTL,PLN,0.722069877162741
MTL,RON,0.774390277667259
MTL,DKK,0.780746377544623
MTL,BGN,0.780244178827204
MTL,CZK,0.691193866937729
MTL,AUD,0.621977512428243
MTL,NOK,0.639415722190411
MTL,NZD,0.62487161273297
MTL,HUF,0.672120117219481
MTL,CHF,0.852124269631116
MTL,GBP,0.564741819987206
MTL,CAD,0.4872388146844
MTL,KRW,0.390518172683926
MTL,ISK,0.549747661082395
MTL,CNY,0.425043795806907
MTL,ZAR,0.323898974989576
MTL,MXN,0.283767873886045
MTL,XPT,0.356216023287017
MTL,THB,0.290919339807409
MTL,MYR,0.288224004679422
MTL,INR,0.296828613534766
MTL,BRL,0.259531638213425
MTL,TWD,0.305936353967728
MTL,COP,0.212363127967826
MTL,JPY,0.481816412856946
MTL,CLP,0.212354796829412
MTL,PHP,0.16939858170441
MTL,ILS,0.196247089451984
MTL,RUB,0.124128009776394
MTL,IDR,0.227954199924477
MTL,TRY,0.167812440174629
MTL,PEN,0.146351617875674
MTL,HKD,0.169165218664664
MTL,SAR,0.0663680100024455
MTL,ARS,0.021731683389525
MTL,PKR,-0.109851778212785
PTE,XDR,0.950369883079958
PTE,ESP,0.99996793395813
PTE,DEM,0.999967862496923
PTE,FIM,0.999980701893529
PTE,MTL,0.999977592089703
PTE,PTE,1
PTE,NLG,0.999969649038226
PTE,ATS,0.9999484436677
PTE,EUR,0.999982639583174
PTE,SIT,0.999970406559978
PTE,SKK,0.999977253502425
PTE,CYP,0.999981071664491
PTE,BEF,0.999978658097263
PTE,LUF,0.999978658097263
PTE,FRF,0.999980845562635
PTE,IEP,0.999981261156653
PTE,ITL,0.999968148151856
PTE,GRD,0.999978080788811
PTE,EEK,0.999957780322312
PTE,SEK,0.804550272102857
PTE,SGD,0.660751786016509
PTE,HRK,0.767425682449711
PTE,PLN,0.721896161474194
PTE,RON,0.774471723621751
PTE,DKK,0.780781711680195
PTE,BGN,0.78027335667314
PTE,CZK,0.691250134731697
PTE,AUD,0.622143368973955
PTE,NOK,0.639479227957869
PTE,NZD,0.624869218421002
PTE,HUF,0.671993672469193
PTE,CHF,0.852061952003935
PTE,GBP,0.564844142725656
PTE,CAD,0.487031082745531
PTE,KRW,0.390753171458421
PTE,ISK,0.549455911791171
PTE,CNY,0.424819023134207
PTE,ZAR,0.324003868774091
PTE,MXN,0.283574769718003
PTE,XPT,0.356119317771584
PTE,THB,0.291382083228824
PTE,MYR,0.288334919090172
PTE,INR,0.296790345385134
PTE,BRL,0.259297954034164
PTE,TWD,0.306055677075979
PTE,COP,0.211645382823521
PTE,JPY,0.48214962571598
PTE,CLP,0.211974284861247
PTE,PHP,0.16981112815645
PTE,ILS,0.196067231052354
PTE,RUB,0.124133698192435
PTE,IDR,0.228075170518257
PTE,TRY,0.167814454159297
PTE,PEN,0.146356724992117
PTE,HKD,0.169186694871607
PTE,SAR,0.0666619497267785
PTE,ARS,0.0217845290526772
PTE,PKR,-0.110089413464277
NLG,XDR,0.950339661125281
NLG,ESP,0.999964921989703
NLG,DEM,0.999970664752022
NLG,FIM,0.999985617969371
NLG,MTL,0.999984717834805
NLG,PTE,0.999969649038226
NLG,NLG,1
NLG,ATS,0.99994604895831
NLG,EUR,0.999985942808673
NLG,SIT,0.999974475574407
NLG,SKK,0.999979162002283
NLG,CYP,0.999984847582134
NLG,BEF,0.999983560928535
NLG,LUF,0.999983560928535
NLG,FRF,0.999984573331963
NLG,IEP,0.999985561122445
NLG,ITL,0.999965180492073
NLG,GRD,0.999981485276321
NLG,EEK,0.999960113732769
NLG,SEK,0.804671414470037
NLG,SGD,0.660446136023033
NLG,HRK,0.767159167770131
NLG,PLN,0.722050374728079
NLG,RON,0.774213707273849
NLG,DKK,0.780445047058031
NLG,BGN,0.779958561550176
NLG,CZK,0.691252368784504
NLG,AUD,0.621950469525847
NLG,NOK,0.639230346965786
NLG,NZD,0.624636252942852
NLG,HUF,0.672308812905503
NLG,CHF,0.852328926494333
NLG,GBP,0.564873602465675
NLG,CAD,0.487102237334006
NLG,KRW,0.390418645798868
NLG,ISK,0.549544880877664
NLG,CNY,0.424877916182269
NLG,ZAR,0.323860541279825
NLG,MXN,0.284041378495873
NLG,XPT,0.356460348345883
NLG,THB,0.29127299039775
NLG,MYR,0.28852864548024
NLG,INR,0.296619896840879
NLG,BRL,0.259370873277632
NLG,TWD,0.305860988007438
NLG,COP,0.212336110253295
NLG,JPY,0.481877831569335
NLG,CLP,0.212209462505371
NLG,PHP,0.169435353459579
NLG,ILS,0.196266194792909
NLG,RUB,0.124008228615036
NLG,IDR,0.228020417316297
NLG,TRY,0.167959645359576
NLG,PEN,0.146077902952769
NLG,HKD,0.16884093874723
NLG,SAR,0.066354316973179
NLG,ARS,0.0223411292997145
NLG,PKR,-0.109676796289076
ATS,XDR,0.950097165049698
ATS,ESP,0.999948988875758
ATS,DEM,0.999944316072767
ATS,FIM,0.999960635388584
ATS,MTL,0.999959662603545
ATS,PTE,0.9999484436677
ATS,NLG,0.99994604895831
ATS,ATS,1
ATS,EUR,0.999960944974271
ATS,SIT,0.999953472058618
ATS,SKK,0.999957413825786
ATS,CYP,0.999960891363055
ATS,BEF,0.999960960175323
ATS,LUF,0.999960960175323
ATS,FRF,0.999958559837385
ATS,IEP,0.999961482670322
ATS,ITL,0.999942185719763
ATS,GRD,0.9999544033331
ATS,EEK,0.999932965655528
ATS,SEK,0.804829321500611
ATS,SGD,0.660366135961622
ATS,HRK,0.767670067709973
ATS,PLN,0.722552392799339
ATS,RON,0.774539211768168
ATS,DKK,0.78108789306435
ATS,BGN,0.780562645297362
ATS,CZK,0.69191621155448
ATS,AUD,0.62179090020615
ATS,NOK,0.639266594459013
ATS,NZD,0.624734013185431
ATS,HUF,0.672518514980041
ATS,CHF,0.851819851147646
ATS,GBP,0.564643905896996
ATS,CAD,0.487081781200741
ATS,KRW,0.390295384093138
ATS,ISK,0.549736234885691
ATS,CNY,0.424156549492377
ATS,ZAR,0.323478137013625
ATS,MXN,0.283496058173952
ATS,XPT,0.356374386804529
ATS,THB,0.290594122821734
ATS,MYR,0.287673685140415
ATS,INR,0.296741488691822
ATS,BRL,0.259545178872049
ATS,TWD,0.306102110509286
ATS,COP,0.212122521481361
ATS,JPY,0.481564672264692
ATS,CLP,0.212596131596956
ATS,PHP,0.168965167226264
ATS,ILS,0.19658113568655
ATS,RUB,0.12432076661518
ATS,IDR,0.228254958851977
ATS,TRY,0.167979728387624
ATS,PEN,0.14626323012863
ATS,HKD,0.168836239114363
ATS,SAR,0.066405045748554
ATS,ARS,0.0222386595814353
ATS,PKR,-0.109676018223726
EUR,XDR,0.950347483285164
EUR,ESP,0.999978972775553
EUR,DEM,0.999982764288742
EUR,FIM,0.999997152400284
EUR,MTL,0.999994897720525
EUR,PTE,0.999982639583174
EUR,NLG,0.999985942808673
EUR,ATS,0.999960944974271
EUR,EUR,1
EUR,SIT,0.999987643726033
EUR,SKK,0.999992617857322
EUR,CYP,0.999997299135218
EUR,BEF,0.999994727677143
EUR,LUF,0.999994727677143
EUR,FRF,0.999997654737477
EUR,IEP,0.999998001826499
EUR,ITL,0.999981376959239
EUR,GRD,0.999992853600714
EUR,EEK,0.999972917364838
EUR,SEK,0.804670002562671
EUR,SGD,0.660475216185032
EUR,HRK,0.767397850127974
EUR,PLN,0.722090006388563
EUR,RON,0.774391572076789
EUR,DKK,0.78073285708759
EUR,BGN,0.780228642361048
EUR,CZK,0.691220965320058
EUR,AUD,0.621997587003222
EUR,NOK,0.639412872058616
EUR,NZD,0.624868076820487
EUR,HUF,0.672144781586253
EUR,CHF,0.852151679691113
EUR,GBP,0.564939291026811
EUR,CAD,0.487241632850455
EUR,KRW,0.390413400090801
EUR,ISK,0.549711718804835
EUR,CNY,0.424808745765056
EUR,ZAR,0.323862152314365
EUR,MXN,0.283692924235367
EUR,XPT,0.356260665217714
EUR,THB,0.29115595455839
EUR,MYR,0.28820588973056
EUR,INR,0.296699486477702
EUR,BRL,0.259311197445266
EUR,TWD,0.305735734309676
EUR,COP,0.212168926193717
EUR,JPY,0.481846968217709
EUR,CLP,0.212165820538412
EUR,PHP,0.169489462215865
EUR,ILS,0.196222434106846
EUR,RUB,0.123898244537098
EUR,IDR,0.227943599886348
EUR,TRY,0.167638700305297
EUR,PEN,0.145986804864904
EUR,HKD,0.169188239402639
EUR,SAR,0.0663363787964142
EUR,ARS,0.0218733141210713
EUR,PKR,-0.109706389510071
SIT,XDR,0.950234355340382
SIT,ESP,0.999967344825675
SIT,DEM,0.999971578045883
SIT,FIM,0.999987067035584
SIT,MTL,0.999983987139527
SIT,PTE,0.999970406559978
SIT,NLG,0.999974475574407
SIT,ATS,0.999953472058618
SIT,EUR,0.999987643726033
SIT,SIT,1
SIT,SKK,0.999981803948242
SIT,CYP,0.999986570804675
SIT,BEF,0.999984501711606
SIT,LUF,0.999984501711606
SIT,FRF,0.999987202635186
SIT,IEP,0.999987661982959
SIT,ITL,0.999969566595191
SIT,GRD,0.999981782934636
SIT,EEK,0.999962445278301
SIT,SEK,0.804881144772412
SIT,SGD,0.660328168153279
SIT,HRK,0.767292570221797
SIT,PLN,0.722057709603116
SIT,RON,0.77418623100822
SIT,DKK,0.780582674561045
SIT,BGN,0.780095105294196
SIT,CZK,0.691411128450444
SIT,AUD,0.621631876965074
SIT,NOK,0.639539330863661
SIT,NZD,0.624437341958163
SIT,HUF,0.672188485526346
SIT,CHF,0.852055499044428
SIT,GBP,0.564937834981313
SIT,CAD,0.487180578612225
SIT,KRW,0.390118040183355
SIT,ISK,0.549815104850574
SIT,CNY,0.424857417717955
SIT,ZAR,0.323936585106251
SIT,MXN,0.283905478235123
SIT,XPT,0.356356995577921
SIT,THB,0.291148158240034
SIT,MYR,0.288243153313073
SIT,INR,0.296938571904574
SIT,BRL,0.259321213017954
SIT,TWD,0.305678312639606
SIT,COP,0.212633272736285
SIT,JPY,0.481261058140246
SIT,CLP,0.212051788832282
SIT,PHP,0.169874295167046
SIT,ILS,0.196193756714749
SIT,RUB,0.124030577734631
SIT,IDR,0.228074580056183
SIT,TRY,0.167289037833966
SIT,PEN,0.146189318417009
SIT,HKD,0.168908795191086
SIT,SAR,0.0664140928675036
SIT,ARS,0.02224895477016
SIT,PKR,-0.109638755790757
SKK,XDR,0.950272662628246
SKK,ESP,0.999972334341957
SKK,DEM,0.999977271571029
SKK,FIM,0.999990524730171
SKK,MTL,0.999987728749815
SKK,PTE,0.999977253502425
SKK,NLG,0.999979162002283
SKK,ATS,0.999957413825786
SKK,EUR,0.999992617857322
SKK,SIT,0.999981803948242
SKK,SKK,1
SKK,CYP,0.999991231192283
SKK,BEF,0.999988405230101
SKK,LUF,0.999988405230101
SKK,FRF,0.999991371277574
SKK,IEP,0.999991899371443
SKK,ITL,0.999975364693301
SKK,GRD,0.999987021529168
SKK,EEK,0.999963767242849
SKK,SEK,0.804654561679286
SKK,SGD,0.660587377115454
SKK,HRK,0.767299687543871
SKK,PLN,0.722257842649463
SKK,RON,0.774361812201948
SKK,DKK,0.780655614756999
SKK,BGN,0.780153012388875
SKK,CZK,0.691352012153201
SKK,AUD,0.621992003671197
SKK,NOK,0.639231269093898
SKK,NZD,0.624729676041992
SKK,HUF,0.672181502236729
SKK,CHF,0.852048146973306
SKK,GBP,0.564709807436631
SKK,CAD,0.487238294180252
SKK,KRW,0.390469106499704
SKK,ISK,0.54960341869198
SKK,CNY,0.424876276252702
SKK,ZAR,0.323782282549634
SKK,MXN,0.283869751697208
SKK,XPT,0.356204765309721
SKK,THB,0.291141220302565
SKK,MYR,0.288174291012572
SKK,INR,0.296833400708189
SKK,BRL,0.259481761313208
SKK,TWD,0.305964821524981
SKK,COP,0.211942328902811
SKK,JPY,0.481706024587627
SKK,CLP,0.212066173127271
SKK,PHP,0.169461425864982
SKK,ILS,0.196197241289658
SKK,RUB,0.123944661670774
SKK,IDR,0.228340004744485
SKK,TRY,0.167494860334441
SKK,PEN,0.145839376201875
SKK,HKD,0.169296695418529
SKK,SAR,0.0662341928924527
SKK,ARS,0.0217881218847899
SKK,PKR,-0.109636680536804
CYP,XDR,0.950290950758214
CYP,ESP,0.999976993669726
CYP,DEM,0.999982232956979
CYP,FIM,0.999996254574052
CYP,MTL,0.999994369790654
CYP,PTE,0.999981071664491
CYP,NLG,0.999984847582134
CYP,ATS,0.999960891363055
CYP,EUR,0.999997299135218
CYP,SIT,0.999986570804675
CYP,SKK,0.999991231192283
CYP,CYP,1
CYP,BEF,0.999993942112427
CYP,LUF,0.999993942112427
CYP,FRF,0.999996386064631
CYP,IEP,0.999996556879003
CYP,ITL,0.999981045783849
CYP,GRD,0.999991433671866
CYP,EEK,0.999972722053429
CYP,SEK,0.804640813968163
CYP,SGD,0.660354153096064
CYP,HRK,0.767421496275396
CYP,PLN,0.722131068598391
CYP,RON,0.774378564035608
CYP,DKK,0.780721933119709
CYP,BGN,0.780218161690823
CYP,CZK,0.691228968527358
CYP,AUD,0.621886081510383
CYP,NOK,0.639378960900003
CYP,NZD,0.624809370217096
CYP,HUF,0.672129739081173
CYP,CHF,0.852081588703484
CYP,GBP,0.564750548582225
CYP,CAD,0.487038877146178
CYP,KRW,0.390467391931208
CYP,ISK,0.549746887520319
CYP,CNY,0.424897736075174
CYP,ZAR,0.323867930341294
CYP,MXN,0.283689764733458
CYP,XPT,0.356325861947776
CYP,THB,0.291065083450995
CYP,MYR,0.288060766348071
CYP,INR,0.296650517573221
CYP,BRL,0.259293228064137
CYP,TWD,0.305828549148817
CYP,COP,0.212338185644326
CYP,JPY,0.481728105829717
CYP,CLP,0.212189988734635
CYP,PHP,0.169361737344776
CYP,ILS,0.19609295471254
CYP,RUB,0.123931998739026
CYP,IDR,0.228050416960788
CYP,TRY,0.167668781170936
CYP,PEN,0.146098837124838
CYP,HKD,0.169103690360234
CYP,SAR,0.0663918148524693
CYP,ARS,0.0218842197401315
CYP,PKR,-0.109714292413398
BEF,XDR,0.950232268566918
BEF,ESP,0.999973658457064
BEF,DEM,0.999978608671049
BEF,FIM,0.999993616112443
BEF,MTL,0.999992768359948
BEF,PTE,0.999978658097263
BEF,NLG,0.999983560928535
BEF,ATS,0.999960960175323
BEF,EUR,0.999994727677143
BEF,SIT,0.999984501711606
BEF,SKK,0.999988405230101
BEF,CYP,0.999993942112427
BEF,BEF,1
BEF,LUF,1
BEF,FRF,0.99999353381927
BEF,IEP,0.999994906617161
BEF,ITL,0.999975921642299
BEF,GRD,0.999989317856698
BEF,EEK,0.999969175381298
BEF,SEK,0.804718909592746
BEF,SGD,0.660449188161861
BEF,HRK,0.767349574154738
BEF,PLN,0.722096530379876
BEF,RON,0.774322445464096
BEF,DKK,0.78063507764664
BEF,BGN,0.780142603964418
BEF,CZK,0.691367749998439
BEF,AUD,0.621953660158416
BEF,NOK,0.639460792129903
BEF,NZD,0.62484216070735
BEF,HUF,0.672204866379914
BEF,CHF,0.852111199502832
BEF,GBP,0.564570970798078
BEF,CAD,0.487216045185972
BEF,KRW,0.390395433863587
BEF,ISK,0.549482861032987
BEF,CNY,0.424987151150115
BEF,ZAR,0.32379020439958
BEF,MXN,0.283783037053594
BEF,XPT,0.356397147436097
BEF,THB,0.290896003876656
BEF,MYR,0.288055441976504
BEF,INR,0.296692671126238
BEF,BRL,0.259321619514023
BEF,TWD,0.305722302650137
BEF,COP,0.212355525853776
BEF,JPY,0.481585542531479
BEF,CLP,0.212399147930794
BEF,PHP,0.169176387504873
BEF,ILS,0.195947472231272
BEF,RUB,0.124048066689448
BEF,IDR,0.227958119264165
BEF,TRY,0.16792284527163
BEF,PEN,0.146050786844406
BEF,HKD,0.168907480675789
BEF,SAR,0.066556222917493
BEF,ARS,0.0219853875987378
BEF,PKR,-0.109820260840898
LUF,XDR,0.950232268566918
LUF,ESP,0.999973658457064
LUF,DEM,0.999978608671049
LUF,FIM,0.999993616112443
LUF,MTL,0.999992768359948
LUF,PTE,0.999978658097263
LUF,NLG,0.999983560928535
LUF,ATS,0.999960960175323
LUF,EUR,0.999994727677143
LUF,SIT,0.999984501711606
LUF,SKK,0.999988405230101
LUF,CYP,0.999993942112427
LUF,BEF,1
LUF,LUF,1
LUF,FRF,0.99999353381927
LUF,IEP,0.999994906617161
LUF,ITL,0.999975921642299
LUF,GRD,0.999989317856698
LUF,EEK,0.999969175381298
LUF,SEK,0.804718909592746
LUF,SGD,0.660449188161861
LUF,HRK,0.767349574154738
LUF,PLN,0.722096530379876
LUF,RON,0.774322445464096
LUF,DKK,0.78063507764664
LUF,BGN,0.780142603964418
LUF,CZK,0.691367749998439
LUF,AUD,0.621953660158416
LUF,NOK,0.639460792129903
LUF,NZD,0.62484216070735
LUF,HUF,0.672204866379914
LUF,CHF,0.852111199502832
LUF,GBP,0.564570970798078
LUF,CAD,0.487216045185972
LUF,KRW,0.390395433863587
LUF,ISK,0.549482861032987
LUF,CNY,0.424987151150115
LUF,ZAR,0.32379020439958
LUF,MXN,0.283783037053594
LUF,XPT,0.356397147436097
LUF,THB,0.290896003876656
LUF,MYR,0.288055441976504
LUF,INR,0.296692671126238
LUF,BRL,0.259321619514023
LUF,TWD,0.305722302650137
LUF,COP,0.212355525853776
LUF,JPY,0.481585542531479
LUF,CLP,0.212399147930794
LUF,PHP,0.169176387504873
LUF,ILS,0.195947472231272
LUF,RUB,0.124048066689448
LUF,IDR,0.227958119264165
LUF,TRY,0.16792284527163
LUF,PEN,0.146050786844406
LUF,HKD,0.168907480675789
LUF,SAR,0.066556222917493
LUF,ARS,0.0219853875987378
LUF,PKR,-0.109820260840898
FRF,XDR,0.950324565203442
FRF,ESP,0.999977220790105
FRF,DEM,0.999981460966288
FRF,FIM,0.999996347545122
FRF,MTL,0.999994179373091
FRF,PTE,0.999980845562635
FRF,NLG,0.999984573331963
FRF,ATS,0.999958559837385
FRF,EUR,0.999997654737477
FRF,SIT,0.999987202635186
FRF,SKK,0.999991371277574
FRF,CYP,0.999996386064631
FRF,BEF,0.99999353381927
FRF,LUF,0.99999353381927
FRF,FRF,1
FRF,IEP,0.999997354372906
FRF,ITL,0.999979266458953
FRF,GRD,0.999991904494836
FRF,EEK,0.99997298399143
FRF,SEK,0.804668676403544
FRF,SGD,0.660412538643295
FRF,HRK,0.767394290430165
FRF,PLN,0.722056940600727
FRF,RON,0.774372095908758
FRF,DKK,0.780707971932927
FRF,BGN,0.780209238615812
FRF,CZK,0.691213567215312
FRF,AUD,0.62192778106729
FRF,NOK,0.639309264734115
FRF,NZD,0.624760413004396
FRF,HUF,0.672044117305378
FRF,CHF,0.852156136769409
FRF,GBP,0.564898574019197
FRF,CAD,0.48719299030542
FRF,KRW,0.390406444133097
FRF,ISK,0.549621082785351
FRF,CNY,0.424855207737725
FRF,ZAR,0.323751019237747
FRF,MXN,0.283662875364731
FRF,XPT,0.356261065565172
FRF,THB,0.291091288084174
FRF,MYR,0.288181319300845
FRF,INR,0.296649512412335
FRF,BRL,0.259189580967003
FRF,TWD,0.305886364969319
FRF,COP,0.212136419503185
FRF,JPY,0.481752009795108
FRF,CLP,0.212030920950434
FRF,PHP,0.169515285577755
FRF,ILS,0.196202935084997
FRF,RUB,0.1238594440364
FRF,IDR,0.227912195742321
FRF,TRY,0.167576323358726
FRF,PEN,0.145952593088651
FRF,HKD,0.169282315962874
FRF,SAR,0.0662950097887482
FRF,ARS,0.0219634156809551
FRF,PKR,-0.109743378016067
IEP,XDR,0.950274498999633
IEP,ESP,0.999977373364392
IEP,DEM,0.999981963155039
IEP,FIM,0.999996835699855
IEP,MTL,0.999994179886384
IEP,PTE,0.999981261156653
IEP,NLG,0.999985561122445
IEP,ATS,0.999961482670322
IEP,EUR,0.999998001826499
IEP,SIT,0.999987661982959
