x,y,value
IEP,SKK,0.999991899371443
IEP,CYP,0.999996556879003
IEP,BEF,0.999994906617161
IEP,LUF,0.999994906617161
IEP,FRF,0.999997354372906
IEP,IEP,1
IEP,ITL,0.999979943814721
IEP,GRD,0.999992912374653
IEP,EEK,0.999972729746205
IEP,SEK,0.804717611399931
IEP,SGD,0.66044199867748
IEP,HRK,0.767454798293345
IEP,PLN,0.722112125715216
IEP,RON,0.774427029752983
IEP,DKK,0.780759039310847
IEP,BGN,0.780263769941284
IEP,CZK,0.691293979402424
IEP,AUD,0.621926097988485
IEP,NOK,0.63940893708163
IEP,NZD,0.624776372081008
IEP,HUF,0.672176608745939
IEP,CHF,0.852030662320385
IEP,GBP,0.564810483254897
IEP,CAD,0.487247217275353
IEP,KRW,0.390305419095766
IEP,ISK,0.54965660022595
IEP,CNY,0.424758005373957
IEP,ZAR,0.323672235241604
IEP,MXN,0.283733286405532
IEP,XPT,0.356241451796164
IEP,THB,0.291103134151955
IEP,MYR,0.288235036105874
IEP,INR,0.296722585374491
IEP,BRL,0.259273024839567
IEP,TWD,0.305719367281049
IEP,COP,0.21210277817896
IEP,JPY,0.481666962589782
IEP,CLP,0.212017941170223
IEP,PHP,0.169405303674689
IEP,ILS,0.196154574482691
IEP,RUB,0.123863406027091
IEP,IDR,0.227925263068874
IEP,TRY,0.16777692828715
IEP,PEN,0.145952098912692
IEP,HKD,0.169035122594028
IEP,SAR,0.0663066284836388
IEP,ARS,0.0219002434567048
IEP,PKR,-0.109779495285631
ITL,XDR,0.950253831694869
ITL,ESP,0.999957207366973
ITL,DEM,0.999965728469622
ITL,FIM,0.999978272283114
ITL,MTL,0.999976475103842
ITL,PTE,0.999968148151856
ITL,NLG,0.999965180492073
ITL,ATS,0.999942185719763
ITL,EUR,0.999981376959239
ITL,SIT,0.999969566595191
ITL,SKK,0.999975364693301
ITL,CYP,0.999981045783849
ITL,BEF,0.999975921642299
ITL,LUF,0.999975921642299
ITL,FRF,0.999979266458953
ITL,IEP,0.999979943814721
ITL,ITL,1
ITL,GRD,0.999975950042714
ITL,EEK,0.999958767300211
ITL,SEK,0.804718390327319
ITL,SGD,0.660669156479259
ITL,HRK,0.767336144996563
ITL,PLN,0.722170284640909
ITL,RON,0.774287361247456
ITL,DKK,0.780699405889274
ITL,BGN,0.780183816867226
ITL,CZK,0.691345393526977
ITL,AUD,0.622009571772693
ITL,NOK,0.639585036416207
ITL,NZD,0.624826422986025
ITL,HUF,0.672195759151374
ITL,CHF,0.852003809593863
ITL,GBP,0.564663728982879
ITL,CAD,0.487067743101039
ITL,KRW,0.390703606216242
ITL,ISK,0.549654279059913
ITL,CNY,0.424978828405767
ITL,ZAR,0.32392691447663
ITL,MXN,0.28358171332059
ITL,XPT,0.356654916889018
ITL,THB,0.290750001890182
ITL,MYR,0.288014044644503
ITL,INR,0.296498761924452
ITL,BRL,0.25909185697491
ITL,TWD,0.305852583414871
ITL,COP,0.212182776572849
ITL,JPY,0.481614717846766
ITL,CLP,0.212231291127491
ITL,PHP,0.169119956568569
ITL,ILS,0.19590242432816
ITL,RUB,0.124241285282226
ITL,IDR,0.228484750814145
ITL,TRY,0.167625055281209
ITL,PEN,0.145609534505151
ITL,HKD,0.168709788510331
ITL,SAR,0.0663546571838079
ITL,ARS,0.0216643051592058
ITL,PKR,-0.109726574357149
GRD,XDR,0.950133792976422
GRD,ESP,0.999972549914066
GRD,DEM,0.999976189372645
GRD,FIM,0.999991538857299
GRD,MTL,0.99998818891474
GRD,PTE,0.999978080788811
GRD,NLG,0.999981485276321
GRD,ATS,0.9999544033331
GRD,EUR,0.999992853600714
GRD,SIT,0.999981782934636
GRD,SKK,0.999987021529168
GRD,CYP,0.999991433671866
GRD,BEF,0.999989317856698
GRD,LUF,0.999989317856698
GRD,FRF,0.999991904494836
GRD,IEP,0.999992912374653
GRD,ITL,0.999975950042714
GRD,GRD,1
GRD,EEK,0.99996725152633
GRD,SEK,0.804715460836027
GRD,SGD,0.660122251077863
GRD,HRK,0.767341673497009
GRD,PLN,0.721979205949402
GRD,RON,0.774332530236014
GRD,DKK,0.780636535338158
GRD,BGN,0.780144232365624
GRD,CZK,0.691330254875371
GRD,AUD,0.621753678118734
GRD,NOK,0.63931268234847
GRD,NZD,0.624588285817818
GRD,HUF,0.672076128833555
GRD,CHF,0.85219718877447
GRD,GBP,0.564414761608569
GRD,CAD,0.487069853585661
GRD,KRW,0.390053035113585
GRD,ISK,0.54962071429353
GRD,CNY,0.424426717714845
GRD,ZAR,0.323497199995926
GRD,MXN,0.2836511941372
GRD,XPT,0.356101605615085
GRD,THB,0.290965857436872
GRD,MYR,0.287864055360255
GRD,INR,0.296543831339139
GRD,BRL,0.259203365336814
GRD,TWD,0.305688917888196
GRD,COP,0.211840919469893
GRD,JPY,0.481683917095693
GRD,CLP,0.211953005466085
GRD,PHP,0.169443083914585
GRD,ILS,0.195971284098623
GRD,RUB,0.123733427262358
GRD,IDR,0.227832517039481
GRD,TRY,0.167692667075001
GRD,PEN,0.145905668684429
GRD,HKD,0.168782320511549
GRD,SAR,0.0661160404002312
GRD,ARS,0.0221123598381873
GRD,PKR,-0.10978577042372
EEK,XDR,0.950144982220385
EEK,ESP,0.99995056610201
EEK,DEM,0.999963234758208
EEK,FIM,0.999971632572647
EEK,MTL,0.999971626606346
EEK,PTE,0.999957780322312
EEK,NLG,0.999960113732769
EEK,ATS,0.999932965655528
EEK,EUR,0.999972917364838
EEK,SIT,0.999962445278301
EEK,SKK,0.999963767242849
EEK,CYP,0.999972722053429
EEK,BEF,0.999969175381298
EEK,LUF,0.999969175381298
EEK,FRF,0.99997298399143
EEK,IEP,0.999972729746205
EEK,ITL,0.999958767300211
EEK,GRD,0.99996725152633
EEK,EEK,1
EEK,SEK,0.804805429889899
EEK,SGD,0.660450908510239
EEK,HRK,0.766959200533684
EEK,PLN,0.721810237544529
EEK,RON,0.773947975046356
EEK,DKK,0.78033778345953
EEK,BGN,0.779834106467796
EEK,CZK,0.69104283509899
EEK,AUD,0.621873445302819
EEK,NOK,0.639626332189061
EEK,NZD,0.624363486028222
EEK,HUF,0.67135607993242
EEK,CHF,0.852069293274205
EEK,GBP,0.564597346536214
EEK,CAD,0.486850531272141
EEK,KRW,0.390096534183947
EEK,ISK,0.549466637113662
EEK,CNY,0.424112504757431
EEK,ZAR,0.323377701538682
EEK,MXN,0.283482574730327
EEK,XPT,0.355920799975002
EEK,THB,0.290884873656017
EEK,MYR,0.287949490541056
EEK,INR,0.296584120110682
EEK,BRL,0.25907564782222
EEK,TWD,0.305466008381052
EEK,COP,0.212182972780839
EEK,JPY,0.481865979552398
EEK,CLP,0.21161992611619
EEK,PHP,0.169070498050228
EEK,ILS,0.195971477391665
EEK,RUB,0.124250031093819
EEK,IDR,0.22769007207936
EEK,TRY,0.167903700879729
EEK,PEN,0.145906197818244
EEK,HKD,0.16907202727825
EEK,SAR,0.0666430133119165
EEK,ARS,0.0228220757182181
EEK,PKR,-0.109043984269978
SEK,XDR,0.793368496555789
SEK,ESP,0.804947769649241
SEK,DEM,0.804587455447751
SEK,FIM,0.80487216666742
SEK,MTL,0.804824638928148
SEK,PTE,0.804550272102857
SEK,NLG,0.804671414470037
SEK,ATS,0.804829321500611
SEK,EUR,0.804670002562671
SEK,SIT,0.804881144772412
SEK,SKK,0.804654561679286
SEK,CYP,0.804640813968163
SEK,BEF,0.804718909592746
SEK,LUF,0.804718909592746
SEK,FRF,0.804668676403544
SEK,IEP,0.804717611399931
SEK,ITL,0.804718390327319
SEK,GRD,0.804715460836027
SEK,EEK,0.804805429889899
SEK,SEK,1
SEK,SGD,0.718153876163597
SEK,HRK,0.637649229531754
SEK,PLN,0.663356307762019
SEK,RON,0.631806601979464
SEK,DKK,0.630075135724294
SEK,BGN,0.628884973175702
SEK,CZK,0.64960511698454
SEK,AUD,0.737290016856608
SEK,NOK,0.810564264723542
SEK,NZD,0.714240407836047
SEK,HUF,0.602553475103686
SEK,CHF,0.650562286586762
SEK,GBP,0.584562359537538
SEK,CAD,0.631666971633093
SEK,KRW,0.543305723592104
SEK,ISK,0.46480842085666
SEK,CNY,0.458682006088644
SEK,ZAR,0.479651947136433
SEK,MXN,0.473085579563952
SEK,XPT,0.397317185150341
SEK,THB,0.337310650210434
SEK,MYR,0.356542705574729
SEK,INR,0.396403829701515
SEK,BRL,0.358086074984512
SEK,TWD,0.370978255115477
SEK,COP,0.377054295812998
SEK,JPY,0.290074070645842
SEK,CLP,0.359622260312367
SEK,PHP,0.255274898295729
SEK,ILS,0.279716683931793
SEK,RUB,0.402557400310301
SEK,IDR,0.243411107136334
SEK,TRY,0.199955290207496
SEK,PEN,0.244832141211444
SEK,HKD,0.112680995116773
SEK,SAR,0.039582927902146
SEK,ARS,-0.0172874931849105
SEK,PKR,-0.0833262215269243
SGD,XDR,0.746070761327081
SGD,ESP,0.660897456572206
SGD,DEM,0.660547002880743
SGD,FIM,0.660606833833574
SGD,MTL,0.660456984699046
SGD,PTE,0.660751786016509
SGD,NLG,0.660446136023033
SGD,ATS,0.660366135961622
SGD,EUR,0.660475216185032
SGD,SIT,0.660328168153279
SGD,SKK,0.660587377115454
SGD,CYP,0.660354153096064
SGD,BEF,0.660449188161861
SGD,LUF,0.660449188161861
SGD,FRF,0.660412538643295
SGD,IEP,0.66044199867748
SGD,ITL,0.660669156479259
SGD,GRD,0.660122251077863
SGD,EEK,0.660450908510239
SGD,SEK,0.718153876163597
SGD,SGD,1
SGD,HRK,0.597353349578484
SGD,PLN,0.634342449079728
SGD,RON,0.597630392519823
SGD,DKK,0.582475024319701
SGD,BGN,0.582186161039264
SGD,CZK,0.633775157644657
SGD,AUD,0.816884333935366
SGD,NOK,0.702287722110609
SGD,NZD,0.775497368880581
SGD,HUF,0.597716758418796
SGD,CHF,0.54474065935934
SGD,GBP,0.698313540751788
SGD,CAD,0.665528580334408
SGD,KRW,0.747654183177709
SGD,ISK,0.436498973029226
SGD,CNY,0.597333112460477
SGD,ZAR,0.555707918679789
SGD,MXN,0.567969518278921
SGD,XPT,0.471876369376498
SGD,THB,0.505072614222368
SGD,MYR,0.507952415030792
SGD,INR,0.522984952260566
SGD,BRL,0.396334316225422
SGD,TWD,0.4826139916014
SGD,COP,0.428238673019425
SGD,JPY,0.305882590226397
SGD,CLP,0.39573148527985
SGD,PHP,0.353695042953205
SGD,ILS,0.336503276818153
SGD,RUB,0.455151723784193
SGD,IDR,0.32653087180411
SGD,TRY,0.264254268132031
SGD,PEN,0.279759224524911
SGD,HKD,0.122083723357415
SGD,SAR,-0.00703043232375196
SGD,ARS,-0.142575551843637
SGD,PKR,-0.174418137259584
HRK,XDR,0.750993056339702
HRK,ESP,0.767398481439409
HRK,DEM,0.767772512468382
HRK,FIM,0.767299932316655
HRK,MTL,0.767425482793973
HRK,PTE,0.767425682449711
HRK,NLG,0.767159167770131
HRK,ATS,0.767670067709973
HRK,EUR,0.767397850127974
HRK,SIT,0.767292570221797
HRK,SKK,0.767299687543871
HRK,CYP,0.767421496275396
HRK,BEF,0.767349574154738
HRK,LUF,0.767349574154738
HRK,FRF,0.767394290430165
HRK,IEP,0.767454798293345
HRK,ITL,0.767336144996563
HRK,GRD,0.767341673497009
HRK,EEK,0.766959200533684
HRK,SEK,0.637649229531754
HRK,SGD,0.597353349578484
HRK,HRK,1
HRK,PLN,0.81326871083148
HRK,RON,0.969311966220574
HRK,DKK,0.977091974005212
HRK,BGN,0.977195302063692
HRK,CZK,0.779838823968963
HRK,AUD,0.595290787855359
HRK,NOK,0.560348087390367
HRK,NZD,0.558708517746881
HRK,HUF,0.747466124599311
HRK,CHF,0.612557068452223
HRK,GBP,0.508033138376775
HRK,CAD,0.507045480662472
HRK,KRW,0.406734584106116
HRK,ISK,0.668805869041863
HRK,CNY,0.381171464574809
HRK,ZAR,0.314048496877933
HRK,MXN,0.287137261921913
HRK,XPT,0.355307080502267
HRK,THB,0.504977843866523
HRK,MYR,0.474379841778153
HRK,INR,0.244827745224169
HRK,BRL,0.228541112565213
HRK,TWD,0.285191138020582
HRK,COP,0.178138657140792
HRK,JPY,0.352700706147913
HRK,CLP,0.207559915615348
HRK,PHP,0.395933042217931
HRK,ILS,0.348667768232919
HRK,RUB,0.162706634670302
HRK,IDR,0.155961526314812
HRK,TRY,0.155853612737456
HRK,PEN,0.109668322862198
HRK,HKD,0.114342189009321
HRK,SAR,-0.00469098599485719
HRK,ARS,-0.0904419518609631
HRK,PKR,-0.19014655346316
PLN,XDR,0.73011379551054
PLN,ESP,0.722129060058315
PLN,DEM,0.722317307780277
PLN,FIM,0.722038055653641
PLN,MTL,0.722069877162741
PLN,PTE,0.721896161474194
PLN,NLG,0.722050374728079
PLN,ATS,0.722552392799339
PLN,EUR,0.722090006388563
PLN,SIT,0.722057709603116
PLN,SKK,0.722257842649463
PLN,CYP,0.722131068598391
PLN,BEF,0.722096530379876
PLN,LUF,0.722096530379876
PLN,FRF,0.722056940600727
PLN,IEP,0.722112125715216
PLN,ITL,0.722170284640909
PLN,GRD,0.721979205949402
PLN,EEK,0.721810237544529
PLN,SEK,0.663356307762019
PLN,SGD,0.634342449079728
PLN,HRK,0.81326871083148
PLN,PLN,1
PLN,RON,0.827577915593967
PLN,DKK,0.823841055285705
PLN,BGN,0.822520893669756
PLN,CZK,0.845877500532153
PLN,AUD,0.665776752788921
PLN,NOK,0.599718243761696
PLN,NZD,0.603953273413611
PLN,HUF,0.807043688424531
PLN,CHF,0.572877865676635
PLN,GBP,0.579683296430815
PLN,CAD,0.592018065131824
PLN,KRW,0.468470223653635
PLN,ISK,0.594466425638151
PLN,CNY,0.40317083154441
PLN,ZAR,0.396999042677481
PLN,MXN,0.414350816515989
PLN,XPT,0.43157658347296
PLN,THB,0.480200811555996
PLN,MYR,0.46021047870955
PLN,INR,0.317655025576079
PLN,BRL,0.303176986368926
PLN,TWD,0.311876366009173
PLN,COP,0.253886913002296
PLN,JPY,0.299785997988701
PLN,CLP,0.236950711536684
PLN,PHP,0.341291813448285
PLN,ILS,0.355167084350308
PLN,RUB,0.239503316147751
PLN,IDR,0.265397037660816
PLN,TRY,0.207571134369661
PLN,PEN,0.195584865589409
PLN,HKD,0.104514106003166
PLN,SAR,0.00425849753454542
PLN,ARS,-0.101141113526992
PLN,PKR,-0.140531683521384
RON,XDR,0.761295964669875
RON,ESP,0.774354601128926
RON,DEM,0.774786240555568
RON,FIM,0.774251389915691
RON,MTL,0.774390277667259
RON,PTE,0.774471723621751
RON,NLG,0.774213707273849
RON,ATS,0.774539211768168
RON,EUR,0.774391572076789
RON,SIT,0.77418623100822
RON,SKK,0.774361812201948
RON,CYP,0.774378564035608
RON,BEF,0.774322445464096
RON,LUF,0.774322445464096
RON,FRF,0.774372095908758
RON,IEP,0.774427029752983
RON,ITL,0.774287361247456
RON,GRD,0.774332530236014
RON,EEK,0.773947975046356
RON,SEK,0.631806601979464
RON,SGD,0.597630392519823
RON,HRK,0.969311966220574
RON,PLN,0.827577915593967
RON,RON,1
RON,DKK,0.988295560208037
RON,BGN,0.989550346536223
RON,CZK,0.781240983845419
RON,AUD,0.59513718580651
RON,NOK,0.530996503525967
RON,NZD,0.560761442521423
RON,HUF,0.763397899259561
RON,CHF,0.617632451285906
RON,GBP,0.511565474631185
RON,CAD,0.491020427747516
RON,KRW,0.408124933314696
RON,ISK,0.664498263424253
RON,CNY,0.377616739268946
RON,ZAR,0.299968109807609
RON,MXN,0.26420923391689
RON,XPT,0.337289461375875
RON,THB,0.509979847336505
RON,MYR,0.474429363662856
RON,INR,0.253230180894126
RON,BRL,0.212835682599794
RON,TWD,0.28928876187741
RON,COP,0.146836870120113
RON,JPY,0.37901859511058
RON,CLP,0.172136338655334
RON,PHP,0.395417520683743
RON,ILS,0.354102983152093
RON,RUB,0.120004634395358
RON,IDR,0.136833886144768
RON,TRY,0.162418704490736
RON,PEN,0.105410109837943
RON,HKD,0.142790245975702
RON,SAR,-0.0372939403029946
RON,ARS,-0.111462104266952
RON,PKR,-0.207264134391308
DKK,XDR,0.763676143058153
DKK,ESP,0.780717413427237
DKK,DEM,0.781095464876286
DKK,FIM,0.780591001347011
DKK,MTL,0.780746377544623
DKK,PTE,0.780781711680195
DKK,NLG,0.780445047058031
DKK,ATS,0.78108789306435
DKK,EUR,0.78073285708759
DKK,SIT,0.780582674561045
DKK,SKK,0.780655614756999
DKK,CYP,0.780721933119709
DKK,BEF,0.78063507764664
DKK,LUF,0.78063507764664
DKK,FRF,0.780707971932927
DKK,IEP,0.780759039310847
DKK,ITL,0.780699405889274
DKK,GRD,0.780636535338158
DKK,EEK,0.78033778345953
DKK,SEK,0.630075135724294
DKK,SGD,0.582475024319701
DKK,HRK,0.977091974005212
DKK,PLN,0.823841055285705
DKK,RON,0.988295560208037
DKK,DKK,1
DKK,BGN,0.999326753508771
DKK,CZK,0.775943859766461
DKK,AUD,0.582201467595107
DKK,NOK,0.520118617742865
DKK,NZD,0.547401350545267
DKK,HUF,0.754639504723337
DKK,CHF,0.62551966462582
DKK,GBP,0.503928767569507
DKK,CAD,0.484330243112483
DKK,KRW,0.386220221658252
DKK,ISK,0.671876477503857
DKK,CNY,0.366794004244338
DKK,ZAR,0.28607751570223
DKK,MXN,0.245338453880981
DKK,XPT,0.32993543076584
DKK,THB,0.502572519421632
DKK,MYR,0.461038137368955
DKK,INR,0.234695039764784
DKK,BRL,0.205056532230983
DKK,TWD,0.274122420263814
DKK,COP,0.125740172425284
DKK,JPY,0.386939740030227
DKK,CLP,0.164699725518722
DKK,PHP,0.389482329822986
DKK,ILS,0.350424888029826
DKK,RUB,0.10060551994691
DKK,IDR,0.135710423737404
DKK,TRY,0.149302144012446
DKK,PEN,0.106890358876792
DKK,HKD,0.16157157488918
DKK,SAR,-0.0318627134044493
DKK,ARS,-0.11332903133915
DKK,PKR,-0.208898860931704
BGN,XDR,0.762765907685538
BGN,ESP,0.780200739613523
BGN,DEM,0.780606189624342
BGN,FIM,0.780085941799341
BGN,MTL,0.780244178827204
BGN,PTE,0.78027335667314
BGN,NLG,0.779958561550176
BGN,ATS,0.780562645297362
BGN,EUR,0.780228642361048
BGN,SIT,0.780095105294196
BGN,SKK,0.780153012388875
BGN,CYP,0.780218161690823
BGN,BEF,0.780142603964418
BGN,LUF,0.780142603964418
BGN,FRF,0.780209238615812
BGN,IEP,0.780263769941284
BGN,ITL,0.780183816867226
BGN,GRD,0.780144232365624
BGN,EEK,0.779834106467796
BGN,SEK,0.628884973175702
BGN,SGD,0.582186161039264
BGN,HRK,0.977195302063692
BGN,PLN,0.822520893669756
BGN,RON,0.989550346536223
BGN,DKK,0.999326753508771
BGN,BGN,1
BGN,CZK,0.775363811838638
BGN,AUD,0.579537756819221
BGN,NOK,0.51783808957883
BGN,NZD,0.545177414508433
BGN,HUF,0.756392742610613
BGN,CHF,0.624860992978917
BGN,GBP,0.500337365531118
BGN,CAD,0.482265134711443
BGN,KRW,0.384876034789004
BGN,ISK,0.672149914479104
BGN,CNY,0.368173040683073
BGN,ZAR,0.284128529092415
BGN,MXN,0.242826871012769
BGN,XPT,0.328152043330284
BGN,THB,0.501835170454251
BGN,MYR,0.462485829172679
BGN,INR,0.234823287144688
BGN,BRL,0.204316325555962
BGN,TWD,0.273100393346503
BGN,COP,0.124294859869221
BGN,JPY,0.386861835204421
BGN,CLP,0.161897458001204
BGN,PHP,0.388702432615638
BGN,ILS,0.345985072591664
BGN,RUB,0.100249178157594
BGN,IDR,0.133641688660591
BGN,TRY,0.147772820526518
BGN,PEN,0.10404552026602
BGN,HKD,0.160894484340176
BGN,SAR,-0.0356391997083227
BGN,ARS,-0.108709169807826
BGN,PKR,-0.206611966978644
CZK,XDR,0.711159461813227
CZK,ESP,0.691329527574068
CZK,DEM,0.691343955214447
CZK,FIM,0.691200296992961
CZK,MTL,0.691193866937729
CZK,PTE,0.691250134731697
CZK,NLG,0.691252368784504
CZK,ATS,0.69191621155448
CZK,EUR,0.691220965320058
CZK,SIT,0.691411128450444
CZK,SKK,0.691352012153201
CZK,CYP,0.691228968527358
CZK,BEF,0.691367749998439
CZK,LUF,0.691367749998439
CZK,FRF,0.691213567215312
CZK,IEP,0.691293979402424
CZK,ITL,0.691345393526977
CZK,GRD,0.691330254875371
CZK,EEK,0.69104283509899
CZK,SEK,0.64960511698454
CZK,SGD,0.633775157644657
CZK,HRK,0.779838823968963
CZK,PLN,0.845877500532153
CZK,RON,0.781240983845419
CZK,DKK,0.775943859766461
CZK,BGN,0.775363811838638
CZK,CZK,1
CZK,AUD,0.667352114198234
CZK,NOK,0.619820286424138
CZK,NZD,0.587053426087151
CZK,HUF,0.773974719690395
CZK,CHF,0.529329865803213
CZK,GBP,0.601176204004482
CZK,CAD,0.565940411752568
CZK,KRW,0.477250828606911
CZK,ISK,0.559376237953585
CZK,CNY,0.408982276934302
CZK,ZAR,0.465110320297469
CZK,MXN,0.474005213360268
CZK,XPT,0.465225624225921
CZK,THB,0.485166246405653
CZK,MYR,0.473833860055886
CZK,INR,0.334673942411354
CZK,BRL,0.364382368340967
CZK,TWD,0.293267337666488
CZK,COP,0.317518092817875
CZK,JPY,0.277194313370792
CZK,CLP,0.271721617292196
CZK,PHP,0.412108320412609
CZK,ILS,0.372446436669345
CZK,RUB,0.249729580730257
CZK,IDR,0.2820648673241
CZK,TRY,0.220093051543545
CZK,PEN,0.180795253058552
CZK,HKD,-0.0365571393241806
CZK,SAR,0.0439137228650833
CZK,ARS,-0.0402148829489388
CZK,PKR,-0.104022063260267
AUD,XDR,0.692079328499756
AUD,ESP,0.622049409474627
AUD,DEM,0.622145714803011
AUD,FIM,0.62207217652301
AUD,MTL,0.621977512428243
AUD,PTE,0.622143368973955
AUD,NLG,0.621950469525847
AUD,ATS,0.62179090020615
AUD,EUR,0.621997587003222
AUD,SIT,0.621631876965074
AUD,SKK,0.621992003671197
AUD,CYP,0.621886081510383
AUD,BEF,0.621953660158416
AUD,LUF,0.621953660158416
AUD,FRF,0.62192778106729
AUD,IEP,0.621926097988485
AUD,ITL,0.622009571772693
AUD,GRD,0.621753678118734
AUD,EEK,0.621873445302819
AUD,SEK,0.737290016856608
AUD,SGD,0.816884333935366
AUD,HRK,0.595290787855359
AUD,PLN,0.665776752788921
AUD,RON,0.59513718580651
AUD,DKK,0.582201467595107
AUD,BGN,0.579537756819221
AUD,CZK,0.667352114198234
AUD,AUD,1
AUD,NOK,0.746928065069667
AUD,NZD,0.896111765076271
AUD,HUF,0.594377792742808
AUD,CHF,0.469688183799318
AUD,GBP,0.7140299515822
AUD,CAD,0.764822941020191
AUD,KRW,0.65831911662499
AUD,ISK,0.446811189660025
AUD,CNY,0.436411601330983
AUD,ZAR,0.561030538187246
AUD,MXN,0.552920219977034
AUD,XPT,0.5048450091256
AUD,THB,0.485133692376554
AUD,MYR,0.472783589215508
AUD,INR,0.467289101762997
AUD,BRL,0.409369193011385
AUD,TWD,0.395331562391215
AUD,COP,0.415587472016177
AUD,JPY,0.255590310213313
AUD,CLP,0.415125681927128
AUD,PHP,0.401015314303168
AUD,ILS,0.423217872856956
AUD,RUB,0.474771510096315
AUD,IDR,0.275594165088138
AUD,TRY,0.267356366377703
AUD,PEN,0.267212781108173
AUD,HKD,0.13262048942224
AUD,SAR,0.0339796235732306
AUD,ARS,-0.124354968398014
AUD,PKR,-0.105590016277557
NOK,XDR,0.658570996005781
NOK,ESP,0.639817136648025
NOK,DEM,0.639655478452237
NOK,FIM,0.639541843125925
NOK,MTL,0.639415722190411
NOK,PTE,0.639479227957869
NOK,NLG,0.639230346965786
NOK,ATS,0.639266594459013
NOK,EUR,0.639412872058616
NOK,SIT,0.639539330863661
NOK,SKK,0.639231269093898
NOK,CYP,0.639378960900003
NOK,BEF,0.639460792129903
NOK,LUF,0.639460792129903
NOK,FRF,0.639309264734115
NOK,IEP,0.63940893708163
NOK,ITL,0.639585036416207
NOK,GRD,0.63931268234847
NOK,EEK,0.639626332189061
NOK,SEK,0.810564264723542
NOK,SGD,0.702287722110609
NOK,HRK,0.560348087390367
NOK,PLN,0.599718243761696
NOK,RON,0.530996503525967
NOK,DKK,0.520118617742865
NOK,BGN,0.51783808957883
NOK,CZK,0.619820286424138
NOK,AUD,0.746928065069667
NOK,NOK,1
NOK,NZD,0.725738506796894
NOK,HUF,0.542201110587034
NOK,CHF,0.452811818415326
NOK,GBP,0.62205307581142
NOK,CAD,0.706612351455745
NOK,KRW,0.590742043145044
NOK,ISK,0.395975008750573
NOK,CNY,0.462079932340049
NOK,ZAR,0.574974214678998
NOK,MXN,0.632659989654755
NOK,XPT,0.492876672402203
NOK,THB,0.351377195876493
NOK,MYR,0.368444088621181
NOK,INR,0.443991290767289
NOK,BRL,0.438263458615602
NOK,TWD,0.318545429213846
NOK,COP,0.537425952824705
NOK,JPY,0.118940518790174
NOK,CLP,0.377750319962133
NOK,PHP,0.31844186755395
NOK,ILS,0.24893761565991
NOK,RUB,0.575623675185902
NOK,IDR,0.235774228057065
NOK,TRY,0.226473718426005
NOK,PEN,0.236950281255183
NOK,HKD,-0.00271023414529647
NOK,SAR,0.124012441999499
NOK,ARS,-0.0730157127206695
NOK,PKR,-0.110113771692681
NZD,XDR,0.687932351171889
NZD,ESP,0.624695650615117
NZD,DEM,0.625150290176067
NZD,FIM,0.624918440664646
NZD,MTL,0.62487161273297
NZD,PTE,0.624869218421002
NZD,NLG,0.624636252942852
NZD,ATS,0.624734013185431
NZD,EUR,0.624868076820487
NZD,SIT,0.624437341958163
NZD,SKK,0.624729676041992
NZD,CYP,0.624809370217096
NZD,BEF,0.62484216070735
NZD,LUF,0.62484216070735
NZD,FRF,0.624760413004396
NZD,IEP,0.624776372081008
NZD,ITL,0.624826422986025
NZD,GRD,0.624588285817818
NZD,EEK,0.624363486028222
NZD,SEK,0.714240407836047
NZD,SGD,0.775497368880581
NZD,HRK,0.558708517746881
NZD,PLN,0.603953273413611
NZD,RON,0.560761442521423
NZD,DKK,0.547401350545267
NZD,BGN,0.545177414508433
NZD,CZK,0.587053426087151
NZD,AUD,0.896111765076271
NZD,NOK,0.725738506796894
NZD,NZD,1
NZD,HUF,0.534611102902822
NZD,CHF,0.472339919703793
NZD,GBP,0.690557003001757
NZD,CAD,0.707582198895501
NZD,KRW,0.596896047841585
NZD,ISK,0.402689162114191
NZD,CNY,0.418727521074803
NZD,ZAR,0.552417986972579
NZD,MXN,0.505982269652308
NZD,XPT,0.403668710305515
NZD,THB,0.423866337195591
NZD,MYR,0.396715290852024
NZD,INR,0.474723280782572
NZD,BRL,0.41478099795337
NZD,TWD,0.355935576185377
NZD,COP,0.406971207267905
NZD,JPY,0.264666335786268
NZD,CLP,0.399136416887106
NZD,PHP,0.311869001249663
NZD,ILS,0.312009844443156
NZD,RUB,0.415616306014053
NZD,IDR,0.251656662739783
NZD,TRY,0.283641348895884
NZD,PEN,0.22732882522426
NZD,HKD,0.111017681038998
NZD,SAR,0.0610914451315573
NZD,ARS,-0.125331432138639
NZD,PKR,-0.0932814988037662
HUF,XDR,0.677159476533631
HUF,ESP,0.672364898606848
HUF,DEM,0.672280628587866
HUF,FIM,0.672109533662171
HUF,MTL,0.672120117219481
HUF,PTE,0.671993672469193
HUF,NLG,0.672308812905503
HUF,ATS,0.672518514980041
HUF,EUR,0.672144781586253
HUF,SIT,0.672188485526346
HUF,SKK,0.672181502236729
HUF,CYP,0.672129739081173
HUF,BEF,0.672204866379914
HUF,LUF,0.672204866379914
HUF,FRF,0.672044117305378
HUF,IEP,0.672176608745939
HUF,ITL,0.672195759151374
HUF,GRD,0.672076128833555
HUF,EEK,0.67135607993242
HUF,SEK,0.602553475103686
HUF,SGD,0.597716758418796
HUF,HRK,0.747466124599311
HUF,PLN,0.807043688424531
