Id;Label;Attribute
1;ARS;
2;AUD;
3;ATS;
4;BEF;
5;BRL;
6;GBP;
7;BGN;
8;CAD;
9;CLP;
10;CNY;
11;COP;
12;HRK;
13;CYP;
14;CZK;
15;DKK;
16;NLG;
17;EEK;
18;EUR;
19;FIM;
20;FRF;
21;DEM;
22;GRD;
23;HKD;
24;HUF;
25;ISK;
26;INR;
27;IDR;
28;IEP;
29;ILS;
30;ITL;
31;JPY;
32;LUF;
33;MYR;
34;MTL;
35;MXN;
36;NZD;
37;NOK;
38;PKR;
39;PEN;
40;PHP;
41;XPT;
42;PLN;
43;PTE;
44;RON;
45;RUB;
46;SAR;
47;SGD;
48;SKK;
49;SIT;
50;ZAR;
51;KRW;
52;ESP;
53;XDR;
54;SEK;
55;CHF;
56;TWD;
57;THB;
58;TRY;
